OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
41155,Corbett Ave&Cuesta Ct N-FS/BZ,CRBTCSTA,CRBTCSTA,4173,37.75085,-122.44396,0,CUESTA CT,CORBETT AVE,FS,NO,BZ,0,20230512124615,14809690,141,None,POINT (-122.44396 37.75085),51,51,7,5,38
40655,24th St&Church St NE-NS/BB,24STCHU0,24STCHUR,3460,37.751778,-122.427327,0,CHURCH ST,24TH ST,NS,NE,BB,0,20230512124615,14808122,141,None,POINT (-122.42733 37.751778),52,52,3,5,22
41600,Felton St&Amherst St SW-NS,FELTAMS1,FELTAMST,4582,37.72688,-122.41653,0,AMHERST ST,FELTON ST,NS,SW,FL,0,20230512124615,14810730,141,None,POINT (-122.41653 37.72688),92,92,2,2,25
42160,Market St&Main St S-NS/SI,MRKTMAI1,MRKTMAIN,5682,37.792984,-122.396627,0,MAIN ST,MARKET ST,NS,SO,SI,0,20230512124615,14812896,141,None,POINT (-122.39663 37.792984),108,108,6,10,8
43384,Ocean Ave&Mission St NW-FS/PS,OCENMIS0,OCENMISS,5796,37.723887,-122.436143,0,PERSIA AVE,OCEAN AVE,FS,NW,None,0,20230512124615,14815944,141,None,POINT (-122.43614 37.72389),94,94,9,1,28
43051,Plymouth Ave&Lakeview Ave NW-NS,PLYMLKV0,PLYMLKVW,5964,37.718454,-122.456209,0,LAKEVIEW AVE,PLYMOUTH AVE,NS,NW,FL,0,20230512124615,14817197,141,None,POINT (-122.45621 37.718452),64,64,10,1,24
42693,Tioga Ave&Rutland St SW-NS/SB,TIOGRUT1,None,7128,37.7166,-122.40572,0,RUTLAND ST,TIOGA AVE,FS,SW,None,0,20230512124615,14815341,141,None,POINT (-122.40572 37.7166),75,75,9,9,40
43417,Phelps St&Donner Ave S-NS,PHLPDON1,PHLPDONN,5932,37.72847,-122.40144,0,DONNER AVE,PHELPS ST,NS,SO,FL,0,20230512124615,14817569,141,None,POINT (-122.40144 37.72847),86,86,2,9,1
43642,Powell St&Market St NE-FS,POWLMRK0,POWLMRKT,6063,37.784698,-122.407682,0,EDDY ST,POWELL ST,FS,NE,None,0,20230512124615,14819279,141,None,POINT (-122.407684 37.7847),19,19,6,3,8
43084,Mcateer High School S-MB/SB,PORTMSC1,PORTMSCH,6115,37.74593,-122.44957,0,TWIN PEAK BLVD,PORTOLA DR,MD,SO,FL,0,20230512124615,14817285,141,None,POINT (-122.44957 37.74593),96,96,9,5,10
41625,Fillmore St&Eddy St NE-FS/BZ,FILLEDD1,FILLEDDY,4611,37.781733,-122.432329,0,EDDY ST,FILLMORE ST,FS,NE,BZ,0,20230512124615,14810806,141,None,POINT (-122.43233 37.781734),97,97,4,11,39
40800,14th St&Noe St NE-NS/PS,14STNOE1,14STNOE,3258,37.76751,-122.43327,0,NOE ST,14TH ST,NS,NE,None,0,20230512124615,14808650,141,None,POINT (-122.43327 37.76751),28,28,7,5,5
43327,Revere Ave&Lane St E-NS,RVRELAN1,RVRELANE,6253,37.73165,-122.39004,0,LANE ST,REVERE AVE,NS,EA,FL,0,20230512124615,14818974,141,None,POINT (-122.39004 37.73165),86,86,2,9,1
42480,24th St&Harrison St SE-FS/BZ,24STHAR1,24STHARR,3474,37.752587,-122.411744,0,HARRISON ST,24TH ST,FS,SE,BZ,0,20230512124615,14815116,141,None,POINT (-122.41174 37.752586),53,53,3,2,20
41417,Grafton Ave&Harold Ave NE-NS,GRAFHAR0,GRAFHARO,4911,37.72008,-122.453,0,HAROLD AVE,GRAFTON AVE,NS,NE,FL,0,20230512124615,14810436,141,None,POINT (-122.453 37.72008),64,64,10,1,24
41311,Divisadero St&Chestnut St NW-NS/BZ,DIVICHES,DIVICHES,4411,37.800087,-122.442964,0,CHESTNUT ST,DIVISADERO ST,NS,NW,BZ,1,20230512124615,14810114,141,None,POINT (-122.44296 37.800087),17,17,4,6,13
42172,Quintara St&28th Ave SW-NS/PS,QUIN28A1,QUIN28AV,6151,37.74816,-122.48586,0,28TH AVE,QUINTARA ST,NS,SW,FL,0,20230512124615,14813370,141,None,POINT (-122.48586 37.74816),40,40,10,7,35
43727,California St&Spruce St SW-NS/BZ,CALISPR1,CALISPRC,3897,37.786382,-122.45327,0,LOCUST ST,CALIFORNIA ST,NS,SW,BZ,1,20230512124615,14819340,141,None,POINT (-122.45327 37.78638),11,11,8,6,31
42546,Lincoln Way&35th Ave NW-FS/BZ,LWAY35A0,LWAY35AV,5323,37.764754,-122.494708,0,35TH AVE,LINCOLN WY,FS,NW,BZ,0,20230512124615,14818237,141,None,POINT (-122.494705 37.764755),9,9,10,4,12
42293,Persia Ave&Madrid St E-NS/SB,PERSMAD1,PERSMADR,5910,37.721638,-122.432673,0,MADRID ST,PERSIA AVE,NS,EA,None,0,20230512124615,14818067,141,None,POINT (-122.43267 37.721638),90,90,9,1,7
41387,Columbus Ave&North Point St E-MB/BZ,COLMNPT0,COLMBAY,4116,37.80549,-122.417589,0,NORTH POINT ST,COLUMBUS AVE,MB,NE,BZ,0,20230512124615,14809962,141,None,POINT (-122.41759 37.80549),99,99,6,3,23
41957,Jackson St&Hyde St NW-FS/PS,JACKHYD1,JACKHYDE,5151,37.794605,-122.418293,0,HYDE ST,JACKSON ST,FS,NW,None,0,20230512124615,14811834,141,None,POINT (-122.4183 37.794605),16,16,6,3,32
41998,Mendell St&Newhall St NE-FS/SB,MENDNEW1,MENDNEWH,5507,37.74254,-122.3837,0,NEWHALL ST,MENDELL ST,FS,NE,None,0,20230512124615,14812180,141,None,POINT (-122.3837 37.74254),76,76,2,9,1
42264,Quintara St&48th Ave NE-NS,QUIN48A0,QUIN48AV,6167,37.74734,-122.507,0,48TH AVE,QUINTARA ST,NS,NE,None,0,20230512124615,14816506,141,None,POINT (-122.507 37.74734),39,39,10,7,35
43373,Sloat Blvd&45th Ave SE-FS/BZ,SLOA45A0,SLOA45AV,6451,37.735368,-122.502777,0,45TH AVE,SLOAT BLVD,FS,SE,BZ,1,20230512124615,14814459,141,None,POINT (-122.50278 37.735367),43,43,10,8,16
43380,115 Telegraph Hill Blvd W-NS/AB,TELEH110,TELEH115,6651,37.801766,-122.405677,0,MONTAGUE PL,TELEGRAPH HILL BLVD,NS,WE,AB,0,20230512124615,14814474,141,None,POINT (-122.40568 37.801765),18,18,6,3,23
43164,Ashbury St&Haight St SE-NS/BZ,ASHBHAIT,ASHBHAIT,3662,37.769937,-122.446851,0,HAIGHT ST,ASHBURY ST,NS,SE,BZ,0,20230512124615,14815797,141,None,POINT (-122.44685 37.769936),25,25,7,11,3
40809,25th Ave&California St SE-NS/BZ,25AVCAL1,25AVCALI,3492,37.783807,-122.48485,0,25TH AVE,CALIFORNIA ST,NS,SE,BZ,0,20230512124615,14808765,141,None,POINT (-122.48485 37.783806),8,8,8,4,29
42545,Monterey Blvd&Ridgewood Ave NE-NS,MTRYRGW1,MTRYRGWD,5439,37.731615,-122.453289,0,RIDGEWOOD AVE,MONTEREY BLVD,NS,NE,BZ,0,20230512124615,14818235,141,None,POINT (-122.453285 37.731613),95,95,9,8,41
41684,Kearny St&Bush St NE-FS/BZ,KRNYBUS1,KRNYBUSH,4818,37.791004,-122.403976,0,BUSH ST,KEARNY ST,FS,NE,BZ,0,20230512124615,14811158,141,None,POINT (-122.40398 37.791004),108,108,6,3,8
41986,King St&4th St S-FS/SI,KING.4S1,KING.4ST,5239,37.776269,-122.394173,0,04TH ST,KING ST,FS,SO,SI,0,20230512124615,14812416,141,None,POINT (-122.39417 37.776268),34,34,1,10,4
43306,Noriega St&25th Ave SW-NS/BZ,NORI25A1,NORI25AV,5742,37.753881,-122.483014,0,25TH AVE,NORIEGA ST,NS,SW,None,0,20230512124615,14817448,141,None,POINT (-122.48302 37.75388),39,39,10,7,35
43491,San Jose Ave&Ocean Ave NW-NS/SI,S.J.OCE0,S.J.OCEN,6274,37.723085,-122.444699,0,OCEAN AVE,SAN JOSE AVE,NS,NW,SI,0,20230512124615,14817605,141,None,POINT (-122.4447 37.723083),94,94,9,1,28
41699,Mason St&Jackson St NE-FS,MASNJAC0,MASNJACK,5364,37.795513,-122.41154,0,JACKSON ST,MASON ST,FS,NE,None,0,20230512124615,14811324,141,None,POINT (-122.41154 37.795513),16,16,6,3,6
42724,Plymouth Ave&Thrift St NE-FS,PLYMTHR1,PLYMTHRT,5979,37.71773,-122.45607,0,THRIFT ST,PLYMOUTH AVE,FS,NE,FL,0,20230512124615,14816868,141,None,POINT (-122.45607 37.71773),81,81,10,1,24
42580,South Hill Blvd&Prague St E-NS/AB,SOHLPRA0,SOHLPRAG,6470,37.712153,-122.432183,0,PRAGUE ST,SOUTH HILL BLVD,NS,EA,AB,0,20230512124615,14813716,141,None,POINT (-122.43218 37.712154),58,58,9,1,7
42711,Portola Dr&Glenview Dr SE-FS/SB,PORTGLV1,PORTGLVW,6112,37.74636,-122.44764,0,GLENVIEW DR,PORTOLA DR,FS,SE,FL,0,20230512124615,14816838,141,None,POINT (-122.44764 37.74636),57,57,9,5,10
43921,Spear St&Mission St SW-FS/BZ,SPERMISS,,7994,37.792437,-122.394047,,MAIN ST,MISSION ST,,,,,20230512124615,14819965,141,None,POINT (-122.39405 37.79244),108,108,1,10,8
41321,Van Ness Ave&Vallejo St NS-N/SI,V N VAL2,,8098,37.79672,-122.423657,,VALLEJO ST,VAN NESS AVE,,,,,20230512124615,14810235,141,None,POINT (-122.42366 37.79672),102,102,4,6,13
43160,Alemany Blvd&Victoria St SE-FS,ALEMVIC1,ALEMVICT,3631,37.711698,-122.465186,0,VICTORIA ST,ALEMANY BLVD,FS,SE,FL,0,20230512124615,14815778,141,None,POINT (-122.46519 37.711697),65,65,10,8,24
41360,74 Crestline Dr E-MB/SB,CRSTH 74,CRSTH 74,4210,37.751762,-122.446198,0,None,CRESTLINE DR,MB,EA,None,0,20230512124615,14810135,141,None,POINT (-122.4462 37.751762),51,51,7,5,38
43654,46th Ave&Taraval St NW-NS/PS,46AVTAR0,46AVTARA,3598,37.741854,-122.504706,0,TARAVAL ST,46TH AVE,NS,NW,None,1,20230512124615,14819312,141,None,POINT (-122.50471 37.741856),39,39,10,7,35
40747,Balboa St&37TH Ave NE-NS/PS,BBOA37A0,BBOA37AV,3061,37.775781,-122.497202,0,37TH AVE,BALBOA ST,NS,NE,None,0,20230512124615,14808317,141,None,POINT (-122.4972 37.77578),8,8,8,4,29
41398,Diamond St&27TH St SW-FS/PS,DIAM27S0,DIAM27ST,4377,37.746256,-122.435922,0,27TH ST,DIAMOND ST,FS,SW,None,0,20230512124615,14809980,141,None,POINT (-122.43592 37.746258),84,84,9,5,22
43611,Ashbury St&Frederick St NW-NS/BZ,ASHBFRE0,None,7295,37.767305,-122.446473,0,FREDERICK ST,ASHBURY ST,None,None,None,0,20230512124615,14817715,141,None,POINT (-122.44647 37.767303),25,25,7,11,3
43576,Turk St&Baker St SW-NS/PS,TURKBAK1,TURKBAKR,6711,37.779163,-122.442151,0,BAKER ST,TURK BLVD,NS,SW,None,0,20230512124615,14816132,141,None,POINT (-122.442154 37.779163),97,97,7,11,18
41055,De Haro St&Southern Heights Ave SE,DHROSHG1,DHROSHGT,4358,37.758017,-122.400867,0,SOUTHERN HEIGHTS AVE,DE HARO ST,NS,SE,None,1,20230512124615,14809500,141,None,POINT (-122.40086 37.75802),54,54,2,9,26
43517,Evans Ave&Napoleon St E-NS/PS,EVANNPL1,EVANNPLN,4556,37.747263,-122.395879,0,NAPOLEON ST,EVANS AVE,NS,EA,None,0,20230512124615,14819176,141,None,POINT (-122.39588 37.747265),56,56,2,9,1
40780,16th Ave&Ortega St SE-NS/PS,16AVORT1,16AVORTG,3279,37.7524,-122.47309,0,ORTEGA ST,16TH AVE,NS,SE,FL,0,20230512124615,14808576,141,None,POINT (-122.47309 37.7524),44,44,10,8,14
41362,Fulton St&33RD Ave SW-NS/BZ,FULT33A1,FULT33AV,4212,37.7721,-122.49288,0,33RD AVE,FULTON ST,NS,SW,FL,0,20230512124615,14810142,141,None,POINT (-122.49288 37.7721),9,9,8,4,12
40803,22nd Ave&Kirkham St SE-NS/PS,22AVKIR1,22AVKIRK,3427,37.759592,-122.47998,0,KIRKHAM ST,22ND AVE,NS,SE,None,0,20230512124615,14808656,141,None,POINT (-122.47998 37.75959),39,39,10,7,35
43231,Sunset Blvd&Lawton St NW-NS/SB,SUNSLAW0,SUNSLAWT,6535,37.757267,-122.495585,0,LAWTON ST,SUNSET BLVD,NS,NW,None,0,20230512124615,14814301,141,None,POINT (-122.49558 37.757267),39,39,10,7,35
42477,14th St&Alpine Ter NE-NS/SB,14STALPN,14STALPN,3253,37.767296,-122.437213,0,ALPINE TER,14TH ST,NS,NE,None,0,20230512124615,14815112,141,None,POINT (-122.43721 37.767296),112,112,7,5,5
41602,Fulton St&6TH Ave SE-FS/BZ,FULT.6A1,FULT.6AV,4733,37.773532,-122.463837,0,6TH AVE,FULTON ST,FS,SE,BZ,0,20230512124615,14810732,141,None,POINT (-122.46384 37.773533),9,9,8,4,12
42697,Prague St&Drake St SW-NS/SB,PRAGDRA0,PRAGDRAK,6081,37.709968,-122.436798,0,DRAKE ST,PRAGUE ST,NS,SW,None,0,20230512124615,14815345,141,None,POINT (-122.4368 37.70997),58,58,9,1,7
42282,Balboa St&30TH Ave NW-FS/PS,BBOA30A0,BBOA30AV,3055,37.776114,-122.489958,0,30TH AVE,BALBOA ST,FS,NW,None,1,20230512124615,14818000,141,None,POINT (-122.48996 37.776115),8,8,8,4,29
41751,Judah St&19th Ave SW-NS/SI,JUDA19A1,JUDA19AV,5200,37.761655,-122.477194,0,19TH AVE,JUDAH ST,NS,SW,SI,0,20230512124615,14811033,141,None,POINT (-122.477196 37.761654),39,39,10,7,35
41617,Hayes St&Clayton St NE-NS/BZ,HAYSCLT0,HAYSCLTN,4987,37.773605,-122.449166,0,CLAYTON ST,HAYES ST,FS,NW,BZ,1,20230512124615,14810798,141,None,POINT (-122.449165 37.773605),24,24,7,11,18
40764,Broadway&Montgomery St SW-NS/BB,BDWYMTG0,BDWYMTGY,3084,37.798134,-122.40396,0,MONTGOMERY ST,BROADWAY,NS,SW,None,1,20230512124615,14807984,141,None,POINT (-122.40396 37.798134),106,106,6,3,23
41888,Lincoln Way&15th Ave NW-FS/BZ,LWAY15A0,LWAY15AV,5304,37.765715,-122.473221,0,15TH AVE,LINCOLN WY,FS,NW,BZ,0,20230512124615,14812095,141,None,POINT (-122.47322 37.765717),9,9,10,11,12
41299,Crescent Ave&Arnold Ave SW-NS/SB,CRESARN0,CRESARND,4191,37.734966,-122.419726,0,ARNOLD AVE,CRESCENT AVE,NS,SW,None,0,20230512124615,14810099,141,None,POINT (-122.41972 37.734966),61,61,9,2,2
43933,Jerrold Ave & Donahue St SW-NS/SB,JERRDNH1,,8051,37.728191,-122.370807,,DONAHUE ST,JERROLD AVE,,,,,20230512124615,14819995,141,None,POINT (-122.370804 37.72819),78,78,2,9,1
43470,Sloat Blvd&El Mirasol Pl NW-FS/BZ,SLOAELM0,SLOAELMS,6457,37.734375,-122.486235,0,ELMIRASOL PL,SLOAT BLVD,FS,NW,BZ,0,20230512124615,14816066,141,None,POINT (-122.48624 37.734375),40,40,10,7,35
43662,Geneva Ave & Mission St SE-FS/BZ,GNVAMISE,,7671,37.716419,-122.441012,,MISSION ST,GENEVA AVE,,,BZ,,20230512124615,14819330,141,None,POINT (-122.44101 37.71642),58,58,9,1,7
42867,Laguna St&Chestnut St SE-NS/PS,LGNACHE1,LGNACHES,5258,37.80135,-122.43123,0,CHESTNUT ST,LAGUNA ST,NS,SE,FL,0,20230512124615,14813996,141,None,POINT (-122.43123 37.80135),17,17,4,6,13
41673,Harrison St&2nd St W-FS/BZ,HARR 2S0,HARR 2ST,4966,37.784193,-122.395451,0,2ND ST,HARRISON ST,FS,WE,BZ,0,20230512124615,14811107,141,None,POINT (-122.395454 37.78419),32,32,1,10,8
42933,Sunset Blvd&Santiago St SE-NS/SB,SUNSSNT1,SUNSSNTG,6554,37.743982,-122.494477,0,SANTIAGO ST,SUNSET BLVD,NS,SE,None,0,20230512124615,14818580,141,None,POINT (-122.49448 37.74398),40,40,10,7,35
42233,West Portal Ave&Sloat Blvd NE-FS/PS,W P SLOA,None,7205,37.735039,-122.471343,0,BROAD ST,WEST PORTAL AVE,None,NE,None,0,20230512124615,14813502,141,None,POINT (-122.471344 37.73504),46,46,10,8,41
40909,46th Ave&Quintara St SE-NS/PS,46AVQUI1,46AVQUIN,3593,37.747288,-122.504928,0,QUINTARA ST,46TH AVE,NS,SE,None,0,20230512124615,14809007,141,None,POINT (-122.50493 37.747288),39,39,10,7,35
42147,Market between 5th & 4th St SE-MB/BZ,MRKT 5/4,MRKT 5/4,5644,37.78484,-122.406834,0,4TH ST,MARKET ST,MB,SE,BZ,1,20230512124615,14813046,141,None,POINT (-122.40684 37.78484),32,32,5,10,34
43578,Valencia St&25th St SW-FS/BZ,VLNC25S0,VLNC25ST,6879,37.75028,-122.42059,0,25TH ST,VALENCIA ST,FS,SW,BZ,0,20230512124615,14816144,141,None,POINT (-122.42059 37.75028),53,53,3,5,20
42641,Turk St&Roselyn Ter SE-FS/BZ,TURKROS1,TURKROSN,6729,37.778235,-122.44959,0,ROSELYN TER,TURK BLVD,FS,SE,BZ,0,20230512124615,14818359,141,None,POINT (-122.44959 37.778236),12,12,7,4,18
42201,Fulton St&Stanyan St NW-FS/BZ,FULTSTA0,FULTSTAN,4236,37.774773,-122.454737,0,PARSONS ST,FULTON ST,FS,NW,BZ,0,20230512124615,14813591,141,None,POINT (-122.454735 37.774773),12,12,7,4,18
41004,17th St&Castro St NE-NS/SI,17STCTR1,17STCTRO,3311,37.762576,-122.434979,0,CASTRO ST,17TH ST,NS,NE,SI,0,20230512124615,14808891,141,None,POINT (-122.43498 37.762577),38,38,3,5,5
42022,Ocean Ave&San Jose Ave NW-FS/BZ,OCENS J0,OCENS J,5804,37.723004,-122.444951,0,I-280 N ON RAMP,OCEAN AVE,FS,NW,None,0,20230512124615,14812272,141,None,POINT (-122.444954 37.723003),94,94,9,1,28
41431,Larkin St&Grove St NE-FS/BZ,LARKGRO1,LARKGROV,4848,37.778901,-122.416545,0,GROVE ST,LARKIN ST,FS,NE,BZ,0,20230512124615,14810457,141,None,POINT (-122.41654 37.7789),21,21,5,10,36
43413,Oakdale Ave&Ingalls St S-FS/PS,OAKDING1,OAKDINGL,5777,37.730152,-122.382684,0,INGALLS ST,OAKDALE AVE,FS,SO,None,0,20230512124615,14817565,141,None,POINT (-122.38268 37.730152),78,78,2,9,1
43300,Judson Ave&Gennessee St SW-NS/SB,JDSNGNS1,JDSNGNSE,5172,37.728296,-122.451228,0,GENNESSEE ST,JUDSON AVE,NS,SW,None,0,20230512124615,14817421,141,None,POINT (-122.451225 37.728294),95,95,9,8,41
40718,17th Ave&Rivera St NW-NS,17AVRVR1,17AVRVRA,3304,37.74698,-122.47391,0,RIVERA ST,17TH AVE,NS,NW,None,1,20230512124615,14808435,141,None,POINT (-122.47391 37.74698),44,44,10,8,41
42934,Balboa St&17TH Ave SW-NS/PS,BBOA17A1,BBOA17AV,3044,37.776626,-122.475987,0,17TH AVE,BALBOA ST,NS,SW,None,1,20230512124615,14818583,141,None,POINT (-122.47599 37.776627),5,5,8,4,29
41562,Fillmore St&Lombard St SW-FS/BZ,FILLLOM0,FILLLOMB,4627,37.799595,-122.436051,0,LOMBARD ST,FILLMORE ST,FS,SW,BZ,1,20230512124615,14810937,141,None,POINT (-122.43605 37.799595),15,15,4,6,13
41694,Mason St&Filbert St W-MI,MASNFIL1,MASNFILB,5359,37.800902,-122.412729,0,FILBERT ST,MASON ST,MI,WE,None,0,20230512124615,14811304,141,None,POINT (-122.41273 37.800903),107,107,6,3,32
40947,164 Addison St N-MB,ADDIH160,ADDIH164,3614,37.738172,-122.432807,0,None,ADDISON ST,MB,NO,None,0,20230512124615,14809245,141,None,POINT (-122.43281 37.73817),59,59,9,5,10
42420,16th Street & Missouri St NW-FS/BZ,16STMIO1,,7768,37.766492,-122.397011,,MISSOURI ST,16TH ST,,,,,20230512124615,14819682,141,None,POINT (-122.39701 37.76649),33,33,1,9,4
41472,Geary Blvd&Spruce St SW-NS/BZ,GEARSPR1,GEARSPRU,4763,37.781599,-122.453258,0,SPRUCE ST,GEARY BLVD,NS,SW,BZ,1,20230512124615,14810676,141,None,POINT (-122.453255 37.781597),12,12,8,4,18
41189,211 Corbett Ave S-MB/SB,CRBTH211,CRBTH211,4163,37.761648,-122.442944,0,CORBIN PL,CORBETT AVE,MB,SO,None,0,20230512124615,14809871,141,None,POINT (-122.44295 37.761646),115,115,7,5,5
42044,Pacific Ave&Polk St SE-FS/BZ,PACFPOL0,PACFPOLK,5851,37.794998,-122.42125,0,POLK ST,PACIFIC AVE,FS,SE,None,1,20230512124615,14812545,141,None,POINT (-122.42125 37.795),105,105,4,3,32
43802,Geary Blvd&9TH Ave SE-FS/BZ,GEAR 9A1,GEAR 9AV,4260,37.780777,-122.467323,0,9TH AVE,GEARY BLVD,FS,SE,BZ,1,20230512124615,14817971,141,None,POINT (-122.46732 37.780777),5,5,8,4,11
42072,Naples St&Brazil Ave N-NS/PS,NAPLBRZ0,NAPLBRZL,5476,37.72251,-122.43002,0,BRAZIL AVE,NAPLES ST,NS,NO,FL,0,20230512124615,14812676,141,None,POINT (-122.43002 37.72251),90,90,9,1,7
42937,23rd Ave&Judah St NW-NS/PS,23AVJUD0,23AVJUDA,3442,37.761608,-122.481378,0,JUDAH ST,23RD AVE,NS,NW,None,0,20230512124615,14818592,141,None,POINT (-122.48138 37.76161),39,39,10,7,35
43435,Union St&Larkin St SE-FS/BZ,UNINLAR1,UNINLARK,6767,37.79895,-122.420527,0,LARKIN ST,UNION ST,FS,SE,BZ,0,20230512124615,14819107,141,None,POINT (-122.420525 37.79895),107,107,6,3,32
41384,Geary Blvd&6TH Ave SW-NS/BZ,GEAR 6A1,GEAR 6AV,4258,37.780902,-122.464377,0,6TH AVE,GEARY BLVD,NS,SW,BZ,0,20230512124615,14809949,141,None,POINT (-122.46438 37.780903),5,5,8,4,11
42848,Innes Ave&Griffith St E-NS/PS,INESGRI1,INESGRIF,5101,37.732004,-122.375614,0,GRIFFITH ST,INNES AVE,NS,EA,None,0,20230512124615,14813931,141,None,POINT (-122.37561 37.732002),76,76,2,9,1
43833,Transit Center Bay B,TBT BAYB,None,7914,37.790091,-122.395688,0,HOWARD ST,BEALE ST,None,None,None,0,20230512124615,14819515,141,None,POINT (-122.39569 37.790092),32,32,1,10,8
40991,33rd Ave&Geary Blvd SW-FS/BZ,33AVGEAR,33AVGEAR,3560,37.779566,-122.493376,0,GEARY BLVD,33RD AVE,FS,SW,BZ,1,20230512124615,14808866,141,None,POINT (-122.49338 37.779568),8,8,8,4,29
41064,California St&Mason St NW-FS,CALIMAS0,CALIMASN,3880,37.791872,-122.41098,0,MASON ST,CALIFORNIA ST,FS,NW,None,0,20230512124615,14809529,141,None,POINT (-122.41098 37.79187),16,16,6,3,21
43734,19th Ave& Winston Dr NE-FS/SI,19AVWIN3,None,7449,37.727195,-122.474846,0,WINSTON DR,19TH AVE,None,None,None,0,20230512124615,14819364,141,None,POINT (-122.474846 37.727196),41,41,10,8,16
41209,Cole St&Haight St SE-NS/PS,COLEHAI1,COLEHAIT,4095,37.769456,-122.45061,0,HAIGHT ST,COLE ST,NS,SE,None,0,20230512124615,14809914,141,None,POINT (-122.45061 37.769455),25,25,7,11,3
43896,Bemis St&Addison St NE-NS/SB,BMISADDI,,7843,37.737931,-122.429462,,MIGUEL ST,BEMIS ST,,,,,20230512124615,14819879,141,None,POINT (-122.42946 37.73793),59,59,9,5,10
41036,California St&19TH Ave NE-NS/BZ,CALI19A0,CALI19AV,3835,37.784241,-122.478446,0,19TH AVE,CALIFORNIA ST,NS,NE,BZ,1,20230512124615,14809461,141,None,POINT (-122.47845 37.78424),2,2,8,4,29
43952,Seven Seas St&Bruton St N-FS/SI,SEVSBRU1,,8121,37.820346,-122.371702,0,4TH TI ST,SEVEN SEA ST,,,SI,0,20230512124615,14820065,141,None,POINT (-122.371704 37.820347),36,36,1,10,37
42309,Brotherhood Way&Church Access Rd SW-NS/SB,BRHDCHU1,,7797,37.714132,-122.475574,0,CHURCH ACCESS RD,BROTHERHOOD WY,,,,0,20230512124615,14819597,141,None,POINT (-122.47557 37.71413),43,43,10,8,16
43763,Sutter St&Fillmore St NE-NS/BZ,SUTTFIL0,SUTTFILL,6591,37.786158,-122.433151,0,FILLMORE ST,SUTTER ST,NS,NE,BZ,1,20230512124615,14814851,141,None,POINT (-122.43315 37.78616),101,101,4,11,30
42996,3rd St&Williams Ave SW-FS/SI,3ST.VNDY,3ST WIL1,7346,37.729211,-122.392684,0,LANE ST,03RD ST,FS,SW,SI,0,20230512124615,14818663,141,None,POINT (-122.392685 37.72921),86,86,2,9,1
40646,24th St&Potrero Ave NW-FS/BZ,24STPOT0,24STPOTR,3480,37.75299,-122.40669,0,POTRERO AVE,24TH ST,FS,NW,BZ,0,20230512124615,14808093,141,None,POINT (-122.40669 37.75299),53,53,3,2,20
43769,Hudson Ave&Mendell St E-NS,HUDSMENE,HUDSMEND,5048,37.73896,-122.38628,0,MENDELL ST,HUDSON AVE,NS,EA,FL,0,20230512124615,14814863,141,None,POINT (-122.38628 37.73896),86,86,2,9,1
42019,Mission St&Spear St OB W-FS/BZ,MISSSPE0,MISSSPER,5623,37.79239,-122.39435,0,SPEAR ST,MISSION ST,FS,WE,BZ,1,20230512124615,14812264,141,None,POINT (-122.39435 37.79239),108,108,1,10,8
43130,18th St&Noe St SW-NS/PS,18STNOE0,18STNOE,3341,37.76096,-122.432905,0,NOE ST,18TH ST,NS,SW,None,0,20230512124615,14814258,141,None,POINT (-122.43291 37.76096),38,38,3,5,5
43190,Union St&Columbus Ave  NE-NS/BZ,UNINCOL0,UNINCOLM,6750,37.800411,-122.410081,0,STOCKTON ST,UNION ST,MB,SO,BZ,0,20230512124615,14817350,141,None,POINT (-122.41008 37.80041),106,106,6,3,23
42771,Van Dyke Ave&Jennings St E-NS,VDYKJEN0,VDYKJENN,6839,37.72703,-122.38854,0,JENNINGS ST,VAN DYKE AVE,NS,EA,FL,0,20230512124615,14813902,141,None,POINT (-122.38854 37.72703),86,86,2,9,1
40817,25th St&Connecticut St SW-NS/SB,25STCONI,25STCONN,3505,37.752242,-122.39662,0,CONNECTICUT ST,25TH ST,NS,SE,None,0,20230512124615,14808781,141,None,POINT (-122.39662 37.752243),54,54,2,9,26
40732,8th St&Folsom St S-FS/BZ,.8STFOL0,8STFOLS,3205,37.774767,-122.409922,0,FOLSOM ST,8TH ST,FS,SO,BZ,0,20230512124615,14808463,141,None,POINT (-122.40992 37.77477),32,32,1,10,34
42338,19th Ave&Randolph St NW-NS/PS,19AVRND0,19AVRNDO,3387,37.714443,-122.469998,0,RANDOLPH ST,19TH AVE,NS,WE,None,0,20230512124615,14815006,141,None,POINT (-122.47 37.714443),65,65,10,1,24
40821,19th Ave&Sloat Blvd SW-FS/SB,19AVSLO0,19AVSLOA,3390,37.734556,-122.475203,0,OCEAN AVE,19TH AVE,FS,SW,BZ,0,20230512124615,14808799,141,None,POINT (-122.475204 37.734554),62,62,10,8,35
